Time Elapsed, CPU utilized, Memory usaged
1169,238.9,1101262848
1170,201.9,1101262848
1171,272.7,1101262848
1172,266.8,1101262848
1173,228.9,1101262848
1174,269.9,1101262848
1175,262.7,1101262848
1176,250.9,1101262848
1177,256.9,1101262848
1178,267.9,1101262848
1179,247.9,1101262848
1180,261.9,1101262848
1181,269.9,1101262848
1182,236.9,1101262848
1183,268.8,1101262848
1184,267.9,1101262848
1185,256.9,1101262848
1186,239.9,1101262848
1187,273.7,1101316096
1188,261.7,1101320192
1189,246.9,1101471744
1190,280.9,1101479936
1191,271.8,1101479936
1192,264.9,1101479936
1193,269.9,1101479936
1194,264.9,1101479936
1195,263.9,1101479936
1196,263.8,1101479936
1197,282.8,1101479936
1198,253.9,1101479936
1199,273.8,1101479936
1200,263.9,1101479936
1201,264.7,1101496320
1202,279.8,1101496320
1203,208.9,1101496320
1204,274.9,1101496320
1205,239.9,1101496320
1206,243.3,1101496320
1207,248.9,1101496320
1208,279.8,1101496320
1209,268.0,1101496320
1210,268.8,1101496320
1211,261.9,1101496320
1212,285.8,1101496320
1213,258.9,1101496320
1214,258.8,1101496320
1215,263.8,1101496320
1216,241.9,1101496320
1217,277.8,1101496320
1218,271.7,1101496320
1219,266.8,1101496320
1220,265.9,1101496320
1221,269.8,1101496320
1222,265.9,1101496320
1223,267.8,1101496320
1224,265.7,1101557760
1225,255.8,1101557760
1226,256.9,1101557760
1227,262.8,1101557760
1228,262.9,1101557760
1229,260.9,1101557760
1230,265.9,1101557760
1231,204.9,1101565952
1232,268.8,1101565952
1233,246.4,1101582336
1234,230.7,1101582336
1235,242.8,1101582336
1236,267.9,1101582336
1237,234.9,1101668352
1238,274.9,1101668352
1239,249.2,1101668352
1240,257.8,1101668352
1241,248.8,1101668352
1242,260.9,1101668352
1243,281.9,1101684736
1244,263.8,1101684736
1245,248.9,1101692928
1246,257.9,1101697024
1247,246.9,1101697024
1248,178.9,1101697024
1249,215.9,1101697024
1250,242.7,1101697024
1251,245.8,1101697024
1252,242.9,1101697024
1253,251.8,1101697024
